7	-1.860766
7	-1.928616
7	-2.079313
7	-1.991997
7	-2.022838
7	-1.907306
7	-1.961778
7	-2.037216
7	-1.957973
7	-1.896091
7	-1.879634
7	-1.945594
7	-1.84644
7	-1.906983
7	-2.000216
6	-1.856019
6	-1.930465
6	-1.912655
6	-1.840966
6	-1.930087
6	-1.950669
6	-1.966695
6	-1.939901
6	-1.975016
6	-1.915431
6	-1.946095
6	-1.986844
6	-2.017615
6	-1.943335
6	-1.96104
6	-1.897629
6	-1.968761
6	-1.999485
6	-1.931385
6	-1.98068
6	-1.941913
6	-1.850086
6	-1.927176
6	-1.963701
6	-2.044818
6	-2.01227
6	-1.905613
6	-1.906192
6	-1.969226
7	-2.001505
7	-1.95326
7	-2.01653
7	-2.008365
7	-1.920563
7	-1.868357
7	-1.91061
7	-2.067802
7	-1.866209
7	-1.93154
6	-1.939428
6	-1.991335
6	-1.953559
6	-1.934219
6	-1.935368
6	-1.969406
6	-1.986245
6	-1.96094
6	-1.963483
6	-1.981004
6	-1.909461
6	-1.976307
6	-2.091249
6	-1.949271
6	-1.984129
6	-2.059573
6	-1.83401
6	-2.021233
6	-2.009684
6	-1.942483
6	-1.92332
6	-1.974903
6	-1.904676
6	-1.871701
6	-2.012242
6	-1.950547
6	-1.919009
6	-1.979321
6	-1.977493
7	-1.949567
7	-1.946896
7	-1.975729
7	-1.825143
7	-1.918745
7	-1.973667
7	-1.960135
7	-1.881077
7	-2.040386
7	-1.957204
7	-1.94796
7	-2.068028
7	-2.016587
7	-2.016951
7	-1.946338
7	-1.939791
7	-1.956659
7	-1.924402
7	-1.955426
7	-2.037503
6	-1.982801
6	-1.915417
6	-1.902874
6	-1.975153
6	-2.015542
6	-1.939209
6	-1.929857
6	-1.995131
6	-2.010381
6	-1.875809
6	-1.974447
6	-1.853237
6	-1.843348
6	-1.887973
6	-1.963561
6	-1.920389
6	-1.904768
6	-1.987786
6	-1.995328
6	-1.995193
6	-1.942452
6	-1.945097
6	-1.842472
6	-1.927855
6	-1.863797
6	-1.923545
6	-1.857109
6	-1.972615
6	-1.92233
6	-1.85188
6	-1.836867
6	-1.919687
6	-2.045405
6	-1.844069
6	-1.930693
6	-2.017833
6	-2.048876
6	-1.917035
6	-1.980167
6	-1.971611
6	-2.016165
6	-2.011853
6	-1.920274
6	-2.018389
6	-1.980965
6	-1.828871
6	-1.9939
6	-1.943389
6	-1.998415
6	-1.873092
6	-1.999656
6	-1.907195
6	-2.06185
6	-1.958335
6	-1.918139
6	-1.974514
6	-1.945442
6	-2.00898
6	-1.923926
6	-1.954197
6	-2.013128
6	-1.939843
6	-1.867766
6	-2.039496
6	-1.934122
6	-1.976794
6	-1.959278
6	-2.00804
6	-1.940278
6	-1.986076
6	-1.784877
6	-2.064861
6	-1.960471
6	-1.999178
6	-2.066495
6	-1.929273
6	-2.034981
6	-1.942299
7	-1.972593
7	-1.919991
7	-1.994776
7	-1.901466
7	-1.926628
7	-1.914162
7	-1.933863
7	-1.818779
7	-1.962174
7	-1.942391
6	-1.971952
6	-1.891522
6	-1.909513
6	-2.002006
6	-1.902473
6	-1.95456
6	-1.9359
6	-1.880999
6	-1.933395
6	-1.940784
6	-1.970999
6	-1.967424
6	-1.897916
6	-1.979083
6	-2.012229
6	-1.838258
6	-2.033243
6	-1.876235
6	-1.933938
6	-1.95361
6	-1.997143
6	-2.005064
6	-2.017783
6	-1.920175
6	-1.926293
6	-1.963444
6	-2.03308
6	-2.01045
6	-1.985566
6	-1.947365
6	-1.980167
6	-2.028469
6	-2.012503
6	-1.96488
6	-2.020148
6	-2.067084
